1,1,3,3,4093
1,1,3,9,4093
1,1,3,2,4093
1,1,3,7,4093
1,1,3,8,4093
2,2,9,9,7010
2,2,9,3,7010
2,2,9,1,7010
3,3,5,5,5129
3,3,5,2,5129
3,3,5,6,5129
3,3,5,9,5129
3,3,5,7,5129
4,4,6,6,5599
4,4,6,8,5599
4,4,6,1,5599
4,4,6,5,5599
5,5,5,5,2896
5,5,5,8,2896
6,6,8,8,2895
6,6,8,7,2895
6,6,8,3,2895
6,6,8,2,2895
7,7,9,9,5780
7,7,9,8,5780
8,8,5,5,1202
8,8,5,4,1202
8,8,5,9,1202
8,8,5,2,1202
8,8,5,10,1202
9,9,2,2,3435
9,9,2,10,3435
9,9,2,5,3435
10,10,5,5,4196
10,10,5,8,4196
10,10,5,7,4196
11,11,1,1,5871
11,11,1,5,5871
11,11,1,8,5871
11,11,1,10,5871
12,12,5,5,149
12,12,5,8,149
12,12,5,10,149
13,13,6,6,2650
13,13,6,5,2650
13,13,6,10,2650
13,13,6,8,2650
13,13,6,1,2650
14,14,10,10,1165
14,14,10,1,1165
15,15,3,3,2254
15,15,3,5,2254
16,16,8,8,2917
16,16,8,9,2917
16,16,8,4,2917
17,17,7,7,7097
17,17,7,6,7097
17,17,7,8,7097
18,18,10,10,1053
18,18,10,8,1053
18,18,10,6,1053
18,18,10,5,1053
19,19,5,5,3759
19,19,5,10,3759
19,19,5,8,3759
20,20,7,7,4199
20,20,7,9,4199
20,20,7,1,4199
20,20,7,10,4199
