1,1,7,7,7026
1,1,7,8,7026
2,2,2,2,6962
2,2,2,1,6962
2,2,2,7,6962
2,2,2,6,6962
3,3,6,6,4448
3,3,6,8,4448
3,3,6,7,4448
3,3,6,3,4448
3,3,6,10,4448
4,4,9,9,1227
4,4,9,8,1227
4,4,9,6,1227
5,5,9,9,3076
5,5,9,6,3076
5,5,9,2,3076
6,6,3,3,5700
6,6,3,1,5700
6,6,3,10,5700
6,6,3,9,5700
6,6,3,6,5700
7,7,3,3,6800
7,7,3,2,6800
7,7,3,9,6800
7,7,3,7,6800
7,7,3,1,6800
8,8,5,5,6409
8,8,5,6,6409
8,8,5,4,6409
8,8,5,3,6409
8,8,5,9,6409
9,9,6,6,3900
9,9,6,7,3900
9,9,6,1,3900
10,10,1,1,4776
10,10,1,4,4776
11,11,2,2,3885
11,11,2,9,3885
11,11,2,10,3885
12,12,6,6,2648
12,12,6,4,2648
12,12,6,7,2648
12,12,6,1,2648
13,13,4,4,5540
13,13,4,1,5540
14,14,9,9,539
14,14,9,10,539
14,14,9,7,539
14,14,9,1,539
14,14,9,4,539
15,15,1,1,2253
15,15,1,4,2253
16,16,5,5,1019
16,16,5,7,1019
16,16,5,4,1019
16,16,5,10,1019
17,17,4,4,6566
17,17,4,9,6566
17,17,4,10,6566
17,17,4,6,6566
17,17,4,1,6566
18,18,1,1,4787
18,18,1,10,4787
19,19,4,4,1546
19,19,4,10,1546
20,20,3,3,3432
20,20,3,10,3432
20,20,3,4,3432
20,20,3,7,3432
20,20,3,9,3432
21,21,8,8,4659
21,21,8,6,4659
21,21,8,4,4659
22,22,1,1,1384
22,22,1,8,1384
22,22,1,3,1384
23,23,3,3,969
23,23,3,6,969
23,23,3,10,969
23,23,3,2,969
24,24,3,3,320
24,24,3,4,320
25,25,1,1,5095
25,25,1,7,5095
25,25,1,5,5095
25,25,1,4,5095
26,26,6,6,2473
26,26,6,7,2473
26,26,6,5,2473
26,26,6,3,2473
27,27,10,10,2208
27,27,10,8,2208
27,27,10,2,2208
28,28,7,7,3078
28,28,7,4,3078
28,28,7,10,3078
28,28,7,3,3078
28,28,7,5,3078
29,29,9,9,330
29,29,9,7,330
29,29,9,3,330
30,30,7,7,3251
30,30,7,6,3251
30,30,7,2,3251
