1,2017-06-09 06:14:40,9,6,2017
2,2017-03-22 10:55:48,22,3,2017
3,2017-03-07 23:44:53,7,3,2017
4,2017-01-06 08:31:05,6,1,2017
5,2017-01-30 14:58:08,30,1,2017
6,2017-06-19 12:29:28,19,6,2017
7,2017-05-21 10:52:28,21,5,2017
8,2017-06-21 02:10:58,21,6,2017
9,2017-01-16 22:37:21,16,1,2017
10,2017-05-19 05:54:13,19,5,2017
11,2017-02-02 01:51:10,2,2,2017
12,2017-04-07 21:37:04,7,4,2017
13,2017-04-24 00:32:52,24,4,2017
14,2017-05-31 18:50:29,31,5,2017
15,2017-03-22 09:16:01,22,3,2017
16,2017-05-26 10:35:18,26,5,2017
17,2017-04-15 16:06:14,15,4,2017
18,2017-06-30 12:36:23,30,6,2017
19,2017-04-06 21:56:03,6,4,2017
20,2017-02-28 12:28:49,28,2,2017
21,2017-04-14 15:08:43,14,4,2017
22,2017-05-01 15:11:21,1,5,2017
23,2017-01-11 15:02:52,11,1,2017
24,2017-02-20 14:12:52,20,2,2017
25,2017-06-19 13:59:03,19,6,2017
26,2017-04-04 21:37:02,4,4,2017
27,2017-01-03 22:51:01,3,1,2017
28,2017-02-05 12:05:04,5,2,2017
29,2017-04-06 01:40:01,6,4,2017
30,2017-03-02 10:01:41,2,3,2017
31,2017-04-15 14:24:18,15,4,2017
32,2017-04-19 14:43:19,19,4,2017
33,2017-02-15 23:22:14,15,2,2017
34,2017-03-20 02:06:00,20,3,2017
35,2017-03-17 23:18:51,17,3,2017
36,2017-01-17 10:21:41,17,1,2017
37,2017-06-01 18:06:47,1,6,2017
38,2017-03-20 09:23:50,20,3,2017
39,2017-03-10 03:16:18,10,3,2017
40,2017-04-16 09:57:56,16,4,2017
41,2017-02-11 21:38:26,11,2,2017
42,2017-04-04 10:39:11,4,4,2017
43,2017-01-01 21:45:17,1,1,2017
44,2017-06-21 12:24:23,21,6,2017
45,2017-02-23 23:04:28,23,2,2017
46,2017-01-14 11:31:40,14,1,2017
47,2017-02-16 22:35:37,16,2,2017
48,2017-06-07 11:52:37,7,6,2017
49,2017-05-22 15:01:20,22,5,2017
50,2017-05-04 02:04:41,4,5,2017
51,2017-02-15 01:33:57,15,2,2017
52,2017-02-08 08:26:13,8,2,2017
53,2017-04-09 17:59:06,9,4,2017
54,2017-06-27 20:24:46,27,6,2017
55,2017-06-25 11:54:20,25,6,2017
56,2017-04-25 12:41:05,25,4,2017
57,2017-04-27 12:45:19,27,4,2017
58,2017-04-29 21:23:12,29,4,2017
59,2017-04-02 04:02:50,2,4,2017
60,2017-03-16 11:36:00,16,3,2017
61,2017-01-26 21:30:27,26,1,2017
62,2017-01-07 10:40:11,7,1,2017
63,2017-03-29 06:15:33,29,3,2017
64,2017-05-26 19:33:29,26,5,2017
65,2017-01-24 08:07:09,24,1,2017
66,2017-06-17 14:32:20,17,6,2017
67,2017-05-14 15:09:16,14,5,2017
68,2017-02-05 13:41:39,5,2,2017
69,2017-02-19 14:05:08,19,2,2017
70,2017-04-04 04:42:40,4,4,2017
71,2017-01-07 04:45:51,7,1,2017
72,2017-01-13 19:34:21,13,1,2017
73,2017-06-04 02:25:41,4,6,2017
74,2017-01-27 09:58:44,27,1,2017
75,2017-06-01 17:39:46,1,6,2017
76,2017-04-03 03:22:12,3,4,2017
77,2017-06-13 00:54:49,13,6,2017
78,2017-05-01 02:06:30,1,5,2017
79,2017-05-03 15:25:08,3,5,2017
80,2017-01-12 10:23:44,12,1,2017
81,2017-05-17 04:28:29,17,5,2017
82,2017-06-08 15:21:58,8,6,2017
83,2017-03-10 13:14:13,10,3,2017
84,2017-06-11 16:56:37,11,6,2017
85,2017-06-10 15:01:29,10,6,2017
86,2017-02-15 15:29:22,15,2,2017
87,2017-03-28 05:56:49,28,3,2017
88,2017-02-26 17:50:05,26,2,2017
89,2017-06-05 01:51:26,5,6,2017
90,2017-05-15 09:05:38,15,5,2017
91,2017-05-26 02:16:04,26,5,2017
92,2017-06-25 07:00:28,25,6,2017
93,2017-04-20 10:36:36,20,4,2017
94,2017-02-16 01:46:39,16,2,2017
95,2017-05-09 09:42:58,9,5,2017
96,2017-01-18 19:42:39,18,1,2017
97,2017-01-27 01:13:27,27,1,2017
98,2017-05-27 10:44:33,27,5,2017
99,2017-02-09 16:13:03,9,2,2017
100,2017-05-05 01:58:23,5,5,2017
101,2017-05-19 11:20:46,19,5,2017
