1,1,10,10,4600
1,1,10,7,4600
1,1,10,2,4600
2,2,4,4,1593
2,2,4,5,1593
2,2,4,6,1593
2,2,4,7,1593
3,3,8,8,1460
3,3,8,5,1460
4,4,5,5,857
4,4,5,8,857
4,4,5,1,857
5,5,10,10,5668
5,5,10,3,5668
5,5,10,8,5668
5,5,10,6,5668
5,5,10,4,5668
6,6,10,10,611
6,6,10,3,611
7,7,9,9,1453
7,7,9,1,1453
7,7,9,10,1453
7,7,9,5,1453
7,7,9,6,1453
8,8,7,7,6107
8,8,7,5,6107
8,8,7,4,6107
9,9,1,1,4237
9,9,1,6,4237
9,9,1,10,4237
9,9,1,4,4237
9,9,1,5,4237
10,10,5,5,1291
10,10,5,4,1291
10,10,5,7,1291
11,11,3,3,6394
11,11,3,2,6394
11,11,3,8,6394
11,11,3,7,6394
12,12,2,2,1288
12,12,2,8,1288
13,13,6,6,6107
13,13,6,1,6107
13,13,6,4,6107
14,14,9,9,958
14,14,9,8,958
14,14,9,5,958
14,14,9,2,958
15,15,7,7,2218
15,15,7,4,2218
15,15,7,9,2218
15,15,7,1,2218
16,16,4,4,4343
16,16,4,3,4343
16,16,4,2,4343
17,17,4,4,1161
17,17,4,6,1161
17,17,4,8,1161
17,17,4,9,1161
18,18,8,8,2757
18,18,8,1,2757
19,19,4,4,1398
19,19,4,7,1398
19,19,4,1,1398
20,20,3,3,4589
20,20,3,4,4589
20,20,3,10,4589
20,20,3,1,4589
21,21,3,3,5886
21,21,3,10,5886
21,21,3,7,5886
22,22,5,5,4860
22,22,5,3,4860
22,22,5,8,4860
22,22,5,2,4860
23,23,6,6,1545
23,23,6,2,1545
23,23,6,4,1545
24,24,9,9,5480
24,24,9,7,5480
24,24,9,8,5480
24,24,9,3,5480
24,24,9,6,5480
25,25,2,2,1324
25,25,2,7,1324
25,25,2,8,1324
26,26,7,7,5686
26,26,7,6,5686
27,27,10,10,5750
27,27,10,5,5750
27,27,10,4,5750
27,27,10,1,5750
27,27,10,2,5750
28,28,6,6,1891
28,28,6,4,1891
28,28,6,1,1891
28,28,6,5,1891
28,28,6,7,1891
29,29,1,1,826
29,29,1,5,826
30,30,1,1,2845
30,30,1,7,2845
30,30,1,4,2845
30,30,1,3,2845
30,30,1,10,2845
31,31,8,8,3976
31,31,8,5,3976
31,31,8,2,3976
31,31,8,3,3976
32,32,8,8,3666
32,32,8,6,3666
32,32,8,10,3666
32,32,8,5,3666
33,33,3,3,1044
33,33,3,5,1044
33,33,3,4,1044
33,33,3,6,1044
34,34,10,10,3830
34,34,10,1,3830
34,34,10,9,3830
34,34,10,7,3830
34,34,10,4,3830
35,35,10,10,4490
35,35,10,4,4490
35,35,10,9,4490
35,35,10,8,4490
36,36,1,1,766
36,36,1,2,766
36,36,1,3,766
36,36,1,8,766
36,36,1,10,766
37,37,7,7,7108
37,37,7,8,7108
38,38,8,8,5339
38,38,8,5,5339
39,39,1,1,6515
39,39,1,8,6515
39,39,1,4,6515
40,40,5,5,5197
40,40,5,7,5197
