1,2017-05-25 17:47:54,25,5,2017
2,2017-06-09 14:03:47,9,6,2017
3,2017-01-14 19:33:15,14,1,2017
4,2017-04-07 20:59:34,7,4,2017
5,2017-04-09 12:36:50,9,4,2017
6,2017-01-27 14:17:48,27,1,2017
7,2017-04-03 23:40:31,3,4,2017
8,2017-06-16 15:02:53,16,6,2017
9,2017-02-11 12:24:27,11,2,2017
10,2017-04-05 10:36:08,5,4,2017
11,2017-06-26 05:19:11,26,6,2017
12,2017-04-17 17:37:33,17,4,2017
13,2017-05-21 20:21:53,21,5,2017
14,2017-01-27 20:48:48,27,1,2017
15,2017-01-05 00:22:27,5,1,2017
16,2017-06-29 13:18:46,29,6,2017
17,2017-03-13 08:21:11,13,3,2017
18,2017-06-01 03:18:24,1,6,2017
19,2017-04-30 13:58:14,30,4,2017
20,2017-03-24 04:22:44,24,3,2017
21,2017-02-19 12:57:05,19,2,2017
22,2017-03-03 04:35:36,3,3,2017
23,2017-05-16 06:11:11,16,5,2017
24,2017-02-28 16:43:38,28,2,2017
25,2017-03-15 18:02:31,15,3,2017
26,2017-03-19 14:36:01,19,3,2017
27,2017-03-14 04:35:26,14,3,2017
28,2017-04-12 21:21:42,12,4,2017
29,2017-01-31 18:04:30,31,1,2017
30,2017-05-12 00:28:56,12,5,2017
31,2017-04-04 02:40:09,4,4,2017
32,2017-02-23 17:25:00,23,2,2017
33,2017-06-09 03:20:37,9,6,2017
34,2017-01-20 04:25:43,20,1,2017
35,2017-01-17 23:21:04,17,1,2017
36,2017-03-15 19:52:09,15,3,2017
37,2017-02-08 09:49:51,8,2,2017
38,2017-03-31 20:21:22,31,3,2017
39,2017-05-07 14:15:35,7,5,2017
40,2017-04-10 00:16:00,10,4,2017
41,2017-05-01 15:35:23,1,5,2017
42,2017-04-24 14:40:29,24,4,2017
43,2017-04-01 22:04:18,1,4,2017
44,2017-06-17 00:21:09,17,6,2017
45,2017-01-08 05:43:42,8,1,2017
46,2017-02-21 17:56:19,21,2,2017
47,2017-05-14 13:59:57,14,5,2017
48,2017-05-11 17:15:58,11,5,2017
49,2017-02-23 17:54:51,23,2,2017
50,2017-02-26 23:34:19,26,2,2017
51,2017-03-29 20:26:06,29,3,2017
52,2017-01-25 06:33:55,25,1,2017
53,2017-04-20 09:14:06,20,4,2017
54,2017-05-04 08:47:12,4,5,2017
55,2017-04-30 17:09:19,30,4,2017
56,2017-03-08 02:48:03,8,3,2017
57,2017-06-16 23:24:22,16,6,2017
58,2017-06-21 20:15:29,21,6,2017
59,2017-04-07 16:21:09,7,4,2017
60,2017-01-20 17:20:30,20,1,2017
61,2017-04-26 18:28:23,26,4,2017
62,2017-05-11 03:06:28,11,5,2017
63,2017-01-31 14:09:25,31,1,2017
64,2017-04-27 22:10:21,27,4,2017
65,2017-01-08 21:45:57,8,1,2017
66,2017-02-18 04:52:51,18,2,2017
67,2017-03-13 14:47:24,13,3,2017
68,2017-01-27 07:40:40,27,1,2017
69,2017-01-12 20:49:49,12,1,2017
70,2017-04-18 16:15:09,18,4,2017
71,2017-04-09 03:48:14,9,4,2017
72,2017-01-19 14:56:34,19,1,2017
73,2017-05-28 14:22:12,28,5,2017
74,2017-05-21 20:15:44,21,5,2017
75,2017-04-25 02:24:01,25,4,2017
76,2017-02-21 07:27:14,21,2,2017
77,2017-05-28 01:15:31,28,5,2017
78,2017-06-25 23:00:03,25,6,2017
79,2017-05-14 10:41:59,14,5,2017
80,2017-04-11 21:13:01,11,4,2017
81,2017-03-06 10:21:23,6,3,2017
82,2017-03-24 15:14:59,24,3,2017
83,2017-01-26 16:49:26,26,1,2017
84,2017-03-25 06:32:09,25,3,2017
85,2017-06-01 09:44:18,1,6,2017
86,2017-02-27 04:11:05,27,2,2017
87,2017-03-29 15:01:38,29,3,2017
88,2017-04-12 20:11:15,12,4,2017
89,2017-04-10 17:04:39,10,4,2017
90,2017-03-20 14:53:17,20,3,2017
91,2017-05-23 19:48:35,23,5,2017
92,2017-03-21 01:57:27,21,3,2017
93,2017-03-31 13:11:38,31,3,2017
94,2017-04-10 20:01:22,10,4,2017
95,2017-06-10 04:19:21,10,6,2017
96,2017-02-21 19:09:11,21,2,2017
97,2017-01-05 10:05:54,5,1,2017
98,2017-04-02 00:59:48,2,4,2017
99,2017-02-02 16:43:56,2,2,2017
100,2017-04-02 03:08:29,2,4,2017
101,2017-05-29 20:57:09,29,5,2017
102,2017-03-05 01:39:57,5,3,2017
103,2017-06-25 20:01:59,25,6,2017
104,2017-06-05 09:17:40,5,6,2017
105,2017-05-02 22:45:59,2,5,2017
106,2017-05-11 23:05:49,11,5,2017
107,2017-06-26 12:47:09,26,6,2017
108,2017-04-04 11:38:54,4,4,2017
109,2017-02-23 09:29:03,23,2,2017
110,2017-02-11 21:18:40,11,2,2017
111,2017-01-28 14:31:16,28,1,2017
112,2017-04-06 14:36:42,6,4,2017
113,2017-06-20 13:21:53,20,6,2017
114,2017-05-16 01:27:51,16,5,2017
115,2017-05-24 20:13:29,24,5,2017
116,2017-03-18 12:10:53,18,3,2017
117,2017-04-11 14:14:27,11,4,2017
118,2017-06-18 03:27:50,18,6,2017
119,2017-02-23 21:28:46,23,2,2017
120,2017-05-25 18:56:46,25,5,2017
121,2017-04-19 20:39:00,19,4,2017
122,2017-02-12 22:01:36,12,2,2017
123,2017-04-06 16:17:13,6,4,2017
124,2017-03-31 04:51:13,31,3,2017
125,2017-01-27 23:34:21,27,1,2017
126,2017-05-15 12:23:29,15,5,2017
127,2017-03-23 09:53:47,23,3,2017
128,2017-01-07 17:34:09,7,1,2017
129,2017-05-30 05:44:51,30,5,2017
130,2017-04-03 03:43:00,3,4,2017
131,2017-02-07 20:04:39,7,2,2017
132,2017-01-24 00:40:10,24,1,2017
133,2017-05-16 07:54:04,16,5,2017
134,2017-01-14 16:28:26,14,1,2017
135,2017-02-25 14:05:11,25,2,2017
136,2017-05-15 00:29:49,15,5,2017
137,2017-03-29 02:43:40,29,3,2017
138,2017-05-03 21:33:33,3,5,2017
139,2017-02-18 04:21:16,18,2,2017
140,2017-05-29 01:59:29,29,5,2017
141,2017-03-30 23:08:42,30,3,2017
142,2017-02-02 06:56:11,2,2,2017
143,2017-01-25 03:20:31,25,1,2017
144,2017-01-11 07:01:36,11,1,2017
145,2017-01-10 12:56:41,10,1,2017
146,2017-04-29 06:34:32,29,4,2017
147,2017-01-05 21:01:23,5,1,2017
148,2017-06-07 13:55:23,7,6,2017
