1,1,204,204,5225
1,1,204,153,5225
1,1,204,148,5225
1,1,204,278,5225
2,2,261,261,201
2,2,261,61,201
2,2,261,220,201
3,3,26,26,933
3,3,26,12,933
3,3,26,45,933
4,4,25,25,371
4,4,25,285,371
4,4,25,94,371
5,5,145,145,135
5,5,145,44,135
5,5,145,100,135
6,6,149,149,716
6,6,149,158,716
6,6,149,240,716
6,6,149,24,716
7,7,133,133,2651
7,7,133,57,2651
7,7,133,166,2651
7,7,133,40,2651
7,7,133,45,2651
8,8,151,151,3880
8,8,151,22,3880
8,8,151,264,3880
8,8,151,198,3880
8,8,151,122,3880
9,9,148,148,3859
9,9,148,4,3859
9,9,148,10,3859
9,9,148,50,3859
10,10,18,18,4098
10,10,18,168,4098
10,10,18,15,4098
10,10,18,193,4098
11,11,248,248,2887
11,11,248,209,2887
12,12,103,103,4341
12,12,103,123,4341
12,12,103,142,4341
13,13,123,123,5295
13,13,123,258,5295
13,13,123,100,5295
13,13,123,245,5295
13,13,123,40,5295
14,14,300,300,7058
14,14,300,251,7058
14,14,300,85,7058
14,14,300,202,7058
15,15,211,211,1744
15,15,211,84,1744
15,15,211,148,1744
15,15,211,199,1744
15,15,211,98,1744
16,16,155,155,3461
16,16,155,47,3461
16,16,155,61,3461
16,16,155,174,3461
16,16,155,39,3461
17,17,22,22,2865
17,17,22,54,2865
17,17,22,46,2865
17,17,22,154,2865
17,17,22,17,2865
18,18,285,285,6476
18,18,285,260,6476
19,19,116,116,2349
19,19,116,206,2349
20,20,144,144,3089
20,20,144,282,3089
20,20,144,210,3089
20,20,144,189,3089
21,21,218,218,1412
21,21,218,46,1412
21,21,218,27,1412
21,21,218,72,1412
21,21,218,77,1412
22,22,189,189,6148
22,22,189,37,6148
22,22,189,185,6148
22,22,189,5,6148
23,23,211,211,3093
23,23,211,203,3093
23,23,211,234,3093
23,23,211,61,3093
24,24,109,109,2535
24,24,109,201,2535
25,25,264,264,495
25,25,264,183,495
25,25,264,82,495
26,26,110,110,1372
26,26,110,230,1372
26,26,110,31,1372
27,27,294,294,4717
27,27,294,222,4717
27,27,294,38,4717
28,28,154,154,1601
28,28,154,249,1601
28,28,154,300,1601
29,29,30,30,4760
29,29,30,124,4760
29,29,30,55,4760
29,29,30,23,4760
30,30,109,109,1411
30,30,109,104,1411
31,31,165,165,6375
31,31,165,15,6375
31,31,165,237,6375
31,31,165,112,6375
32,32,155,155,3636
32,32,155,84,3636
32,32,155,132,3636
32,32,155,245,3636
33,33,78,78,7074
33,33,78,28,7074
33,33,78,187,7074
34,34,21,21,5163
34,34,21,193,5163
35,35,132,132,5858
35,35,132,121,5858
35,35,132,268,5858
36,36,43,43,4562
36,36,43,234,4562
36,36,43,140,4562
36,36,43,95,4562
37,37,82,82,1488
37,37,82,97,1488
37,37,82,178,1488
37,37,82,226,1488
38,38,104,104,3998
38,38,104,275,3998
39,39,199,199,5618
39,39,199,113,5618
39,39,199,71,5618
39,39,199,26,5618
39,39,199,82,5618
40,40,45,45,571
40,40,45,177,571
40,40,45,120,571
40,40,45,232,571
41,41,180,180,1722
41,41,180,162,1722
41,41,180,82,1722
41,41,180,61,1722
42,42,91,91,788
42,42,91,37,788
42,42,91,55,788
43,43,239,239,1187
43,43,239,184,1187
44,44,191,191,5133
44,44,191,106,5133
44,44,191,158,5133
44,44,191,285,5133
44,44,191,166,5133
45,45,269,269,2031
45,45,269,2,2031
46,46,167,167,772
46,46,167,222,772
46,46,167,91,772
47,47,271,271,7200
47,47,271,111,7200
48,48,271,271,7019
48,48,271,134,7019
48,48,271,146,7019
49,49,223,223,784
49,49,223,74,784
50,50,229,229,5529
50,50,229,60,5529
50,50,229,94,5529
50,50,229,196,5529
51,51,186,186,5950
51,51,186,109,5950
51,51,186,231,5950
51,51,186,3,5950
51,51,186,11,5950
52,52,157,157,5850
52,52,157,30,5850
53,53,253,253,1430
53,53,253,154,1430
53,53,253,176,1430
53,53,253,259,1430
53,53,253,229,1430
54,54,41,41,2968
54,54,41,197,2968
54,54,41,17,2968
55,55,7,7,3723
55,55,7,219,3723
55,55,7,268,3723
56,56,278,278,3558
56,56,278,190,3558
57,57,165,165,1307
57,57,165,57,1307
58,58,256,256,2556
58,58,256,127,2556
58,58,256,294,2556
59,59,96,96,7054
59,59,96,280,7054
59,59,96,24,7054
60,60,98,98,1201
60,60,98,51,1201
60,60,98,228,1201
61,61,7,7,1970
61,61,7,266,1970
61,61,7,206,1970
61,61,7,191,1970
61,61,7,293,1970
62,62,203,203,6582
62,62,203,32,6582
62,62,203,222,6582
63,63,99,99,1246
63,63,99,53,1246
63,63,99,30,1246
63,63,99,218,1246
64,64,67,67,3374
64,64,67,8,3374
64,64,67,123,3374
64,64,67,204,3374
64,64,67,136,3374
65,65,210,210,3676
65,65,210,208,3676
66,66,147,147,3496
66,66,147,102,3496
66,66,147,116,3496
67,67,240,240,5985
67,67,240,43,5985
67,67,240,102,5985
67,67,240,79,5985
68,68,135,135,4297
68,68,135,279,4297
68,68,135,110,4297
68,68,135,12,4297
69,69,99,99,4520
69,69,99,129,4520
69,69,99,88,4520
70,70,265,265,6744
70,70,265,269,6744
70,70,265,76,6744
71,71,93,93,4904
71,71,93,236,4904
71,71,93,117,4904
71,71,93,75,4904
71,71,93,41,4904
72,72,153,153,7001
72,72,153,246,7001
72,72,153,159,7001
73,73,154,154,2664
73,73,154,40,2664
74,74,131,131,251
74,74,131,91,251
74,74,131,221,251
74,74,131,178,251
74,74,131,149,251
75,75,8,8,4783
75,75,8,99,4783
75,75,8,210,4783
75,75,8,245,4783
75,75,8,233,4783
76,76,229,229,431
76,76,229,67,431
76,76,229,150,431
76,76,229,28,431
77,77,208,208,6261
77,77,208,265,6261
78,78,187,187,1448
78,78,187,176,1448
78,78,187,125,1448
79,79,285,285,6460
79,79,285,22,6460
79,79,285,100,6460
79,79,285,106,6460
80,80,137,137,6769
80,80,137,221,6769
80,80,137,273,6769
81,81,148,148,3505
81,81,148,278,3505
81,81,148,155,3505
81,81,148,265,3505
81,81,148,293,3505
82,82,283,283,4933
82,82,283,209,4933
82,82,283,27,4933
82,82,283,297,4933
82,82,283,141,4933
83,83,162,162,4705
83,83,162,276,4705
83,83,162,103,4705
83,83,162,41,4705
83,83,162,210,4705
84,84,29,29,7062
84,84,29,202,7062
84,84,29,67,7062
84,84,29,283,7062
84,84,29,161,7062
85,85,126,126,1121
85,85,126,135,1121
85,85,126,270,1121
85,85,126,97,1121
85,85,126,32,1121
86,86,275,275,964
86,86,275,143,964
86,86,275,188,964
86,86,275,102,964
86,86,275,173,964
87,87,204,204,4725
87,87,204,299,4725
87,87,204,139,4725
88,88,295,295,1984
88,88,295,169,1984
89,89,291,291,6226
89,89,291,116,6226
