1,1,10,10,7055
1,1,10,1,7055
1,1,10,4,7055
1,1,10,7,7055
1,1,10,8,7055
2,2,4,4,6143
2,2,4,7,6143
2,2,4,6,6143
2,2,4,2,6143
2,2,4,8,6143
3,3,7,7,4879
3,3,7,8,4879
4,4,2,2,3693
4,4,2,4,3693
5,5,8,8,5897
5,5,8,5,5897
5,5,8,4,5897
5,5,8,6,5897
6,6,5,5,1861
6,6,5,9,1861
7,7,7,7,1101
7,7,7,6,1101
7,7,7,5,1101
7,7,7,9,1101
7,7,7,1,1101
8,8,8,8,4125
8,8,8,1,4125
9,9,3,3,2167
9,9,3,6,2167
9,9,3,1,2167
9,9,3,8,2167
9,9,3,5,2167
10,10,2,2,1704
10,10,2,5,1704
11,11,1,1,5467
11,11,1,7,5467
11,11,1,2,5467
11,11,1,9,5467
11,11,1,8,5467
12,12,8,8,529
12,12,8,3,529
12,12,8,1,529
12,12,8,5,529
12,12,8,2,529
13,13,3,3,4491
13,13,3,7,4491
13,13,3,4,4491
13,13,3,2,4491
13,13,3,8,4491
14,14,8,8,2219
14,14,8,6,2219
15,15,8,8,2131
15,15,8,2,2131
15,15,8,9,2131
15,15,8,5,2131
16,16,4,4,4608
16,16,4,1,4608
17,17,10,10,3314
17,17,10,8,3314
18,18,8,8,145
18,18,8,4,145
18,18,8,5,145
19,19,7,7,4280
19,19,7,2,4280
19,19,7,4,4280
19,19,7,3,4280
19,19,7,10,4280
20,20,3,3,5423
20,20,3,8,5423
20,20,3,7,5423
20,20,3,4,5423
20,20,3,9,5423
21,21,2,2,6297
21,21,2,5,6297
21,21,2,4,6297
22,22,5,5,5124
22,22,5,1,5124
23,23,2,2,4785
23,23,2,5,4785
23,23,2,9,4785
23,23,2,7,4785
24,24,2,2,2852
24,24,2,6,2852
24,24,2,4,2852
24,24,2,10,2852
25,25,10,10,4831
25,25,10,2,4831
25,25,10,3,4831
25,25,10,5,4831
25,25,10,7,4831
26,26,5,5,4036
26,26,5,1,4036
27,27,1,1,560
27,27,1,2,560
28,28,1,1,1755
28,28,1,4,1755
29,29,4,4,3737
29,29,4,5,3737
29,29,4,2,3737
29,29,4,7,3737
29,29,4,6,3737
30,30,2,2,6763
30,30,2,1,6763
30,30,2,7,6763
30,30,2,4,6763
30,30,2,9,6763
31,31,3,3,506
31,31,3,6,506
31,31,3,2,506
32,32,4,4,3068
32,32,4,3,3068
33,33,5,5,4446
33,33,5,6,4446
34,34,3,3,2540
34,34,3,7,2540
34,34,3,10,2540
35,35,10,10,1291
35,35,10,4,1291
35,35,10,8,1291
35,35,10,3,1291
35,35,10,5,1291
36,36,1,1,1342
36,36,1,3,1342
36,36,1,8,1342
36,36,1,9,1342
37,37,7,7,1312
37,37,7,8,1312
37,37,7,4,1312
37,37,7,1,1312
37,37,7,6,1312
38,38,3,3,5805
38,38,3,2,5805
38,38,3,4,5805
38,38,3,1,5805
38,38,3,6,5805
39,39,9,9,1581
39,39,9,6,1581
39,39,9,5,1581
39,39,9,7,1581
39,39,9,4,1581
40,40,6,6,6821
40,40,6,10,6821
40,40,6,3,6821
40,40,6,8,6821
