1,2017-05-22 23:13:10,22,5,2017
2,2017-03-13 16:31:45,13,3,2017
3,2017-03-09 12:06:45,9,3,2017
4,2017-05-31 08:21:01,31,5,2017
5,2017-03-27 15:12:32,27,3,2017
6,2017-04-17 19:42:01,17,4,2017
7,2017-01-27 12:19:25,27,1,2017
8,2017-01-25 22:27:52,25,1,2017
9,2017-06-22 10:48:09,22,6,2017
10,2017-05-04 02:31:02,4,5,2017
11,2017-06-13 11:56:06,13,6,2017
12,2017-04-20 18:44:56,20,4,2017
13,2017-05-19 08:41:26,19,5,2017
14,2017-05-14 22:09:11,14,5,2017
15,2017-03-08 22:49:29,8,3,2017
16,2017-05-15 22:07:15,15,5,2017
17,2017-05-13 18:42:39,13,5,2017
18,2017-06-08 22:22:30,8,6,2017
19,2017-04-19 10:23:23,19,4,2017
20,2017-05-18 12:43:55,18,5,2017
21,2017-06-26 03:40:12,26,6,2017
22,2017-04-20 10:37:01,20,4,2017
23,2017-03-24 13:11:38,24,3,2017
24,2017-05-19 11:55:44,19,5,2017
25,2017-06-15 22:09:55,15,6,2017
26,2017-06-20 20:06:10,20,6,2017
27,2017-01-15 21:15:30,15,1,2017
28,2017-06-09 06:41:57,9,6,2017
29,2017-02-25 19:13:20,25,2,2017
30,2017-02-08 01:19:12,8,2,2017
