1,1,10,10,3174
1,1,10,3,3174
1,1,10,8,3174
1,1,10,5,3174
1,1,10,7,3174
2,2,6,6,5646
2,2,6,9,5646
2,2,6,2,5646
2,2,6,5,5646
3,3,10,10,4767
3,3,10,8,4767
3,3,10,4,4767
3,3,10,5,4767
4,4,8,8,2788
4,4,8,6,2788
4,4,8,5,2788
4,4,8,3,2788
4,4,8,4,2788
5,5,4,4,4562
5,5,4,8,4562
5,5,4,1,4562
5,5,4,10,4562
5,5,4,7,4562
6,6,5,5,3397
6,6,5,10,3397
6,6,5,8,3397
6,6,5,7,3397
6,6,5,6,3397
7,7,8,8,3201
7,7,8,1,3201
8,8,2,2,5174
8,8,2,1,5174
8,8,2,10,5174
9,9,2,2,5483
9,9,2,5,5483
9,9,2,4,5483
9,9,2,6,5483
9,9,2,9,5483
10,10,4,4,3767
10,10,4,10,3767
10,10,4,2,3767
10,10,4,6,3767
11,11,8,8,2897
11,11,8,2,2897
12,12,10,10,1599
12,12,10,2,1599
12,12,10,6,1599
12,12,10,5,1599
13,13,3,3,3660
13,13,3,4,3660
13,13,3,2,3660
14,14,1,1,4200
14,14,1,4,4200
14,14,1,10,4200
14,14,1,9,4200
15,15,2,2,2538
15,15,2,3,2538
16,16,4,4,6928
16,16,4,2,6928
16,16,4,9,6928
16,16,4,8,6928
16,16,4,3,6928
17,17,2,2,3839
17,17,2,8,3839
17,17,2,9,3839
17,17,2,7,3839
17,17,2,6,3839
18,18,10,10,4424
18,18,10,2,4424
18,18,10,6,4424
18,18,10,1,4424
18,18,10,8,4424
19,19,1,1,5847
19,19,1,3,5847
19,19,1,6,5847
19,19,1,2,5847
20,20,1,1,4946
20,20,1,2,4946
20,20,1,9,4946
21,21,4,4,2865
21,21,4,3,2865
21,21,4,5,2865
21,21,4,2,2865
22,22,8,8,5517
22,22,8,3,5517
22,22,8,5,5517
22,22,8,10,5517
22,22,8,6,5517
23,23,2,2,1371
23,23,2,4,1371
23,23,2,7,1371
23,23,2,10,1371
23,23,2,1,1371
24,24,1,1,2626
24,24,1,9,2626
24,24,1,3,2626
24,24,1,4,2626
24,24,1,7,2626
25,25,2,2,3259
25,25,2,10,3259
25,25,2,9,3259
25,25,2,7,3259
26,26,1,1,5986
26,26,1,3,5986
26,26,1,7,5986
26,26,1,10,5986
27,27,4,4,6583
27,27,4,5,6583
27,27,4,9,6583
28,28,1,1,1489
28,28,1,7,1489
28,28,1,10,1489
29,29,3,3,2552
29,29,3,4,2552
29,29,3,2,2552
29,29,3,1,2552
29,29,3,5,2552
30,30,4,4,6902
30,30,4,9,6902
31,31,1,1,6095
31,31,1,3,6095
32,32,7,7,1995
32,32,7,9,1995
32,32,7,6,1995
33,33,6,6,5718
33,33,6,9,5718
34,34,8,8,447
34,34,8,7,447
35,35,5,5,3512
35,35,5,6,3512
35,35,5,2,3512
36,36,10,10,3289
36,36,10,5,3289
36,36,10,2,3289
36,36,10,3,3289
36,36,10,8,3289
37,37,10,10,5051
37,37,10,2,5051
38,38,1,1,1053
38,38,1,4,1053
38,38,1,2,1053
39,39,2,2,6806
39,39,2,4,6806
39,39,2,3,6806
39,39,2,9,6806
39,39,2,8,6806
40,40,7,7,5108
40,40,7,4,5108
40,40,7,2,5108
40,40,7,8,5108
41,41,10,10,4754
41,41,10,4,4754
41,41,10,7,4754
41,41,10,8,4754
41,41,10,9,4754
42,42,5,5,4347
42,42,5,2,4347
43,43,9,9,2624
43,43,9,6,2624
43,43,9,1,2624
44,44,5,5,2160
44,44,5,4,2160
44,44,5,7,2160
44,44,5,8,2160
44,44,5,2,2160
45,45,9,9,3803
45,45,9,2,3803
45,45,9,10,3803
45,45,9,3,3803
45,45,9,1,3803
46,46,7,7,2683
46,46,7,3,2683
47,47,3,3,3859
47,47,3,5,3859
47,47,3,8,3859
48,48,8,8,6252
48,48,8,1,6252
48,48,8,7,6252
48,48,8,4,6252
48,48,8,5,6252
49,49,1,1,1969
49,49,1,3,1969
49,49,1,2,1969
49,49,1,5,1969
49,49,1,7,1969
50,50,10,10,5339
50,50,10,4,5339
50,50,10,1,5339
